Id,DetectedCamera,AngleOfSign,SignAspectRatio,SignWidth,SignHeight,SignFacing (Target)
2c91808c59a58a400159e006289810e2,Right,75,0.58,64,111,Front
2c91808c59a58a400159dfd793be09a5,Right,60,1.07,117,109,Front
2c91808c59a58a400159dfcf830e0895,Right,55,1.1,145,132,Front
2c91808c59a58a400159dfc8f8e707dd,Left,243,0.77,80,104,Rear
2c91808c59a58a400159dfa3a3170255,Right,59,0.91,64,70,Front
2c91808c59a58a400159dfe36da30b83,Rear,203,0.94,46,49,Rear
2c91808c59a58a400159dfdc6f120a91,Rear,221,0.67,89,132,Rear
2c91808c59a58a400159dffe7bba0fb2,Right,51,1.01,197,195,Front
2c91808c59a58a400159dffe7bba0fa8,Rear,218,0.94,76,81,Rear
2c91808c59a58a400159e0060f1610d5,Right,61,0.79,171,217,Front
2c91808c59a58a400159dfb75385056d,Left,242,0.89,41,46,Rear
2c91808c59a58a400159e00eb0e51263,Rear,223,0.86,95,110,Rear
2c91808c59a58a400159e00eb0e51262,Right,66,0.65,139,214,Front
2c91808c59a58a400159dfa0c4880201,Front,25,0.86,83,96,Front
2c91808c59a58a400159dfa0c4880205,Front,25,0.97,101,104,Front
2c91808c59a58a400159dfa7ddf202fd,Rear,223,0.84,78,93,Rear
2c91809f584dd9d6015851e578de3ac1,Front,38,1.1,154,140,Front
2c918087584dd84701585caf83da3210,Front,20,0.96,51,53,Front
2c91809f584dd9d60158537bd0a84fba,Rear,196,1.02,41,40,Rear
2c91809f584dd9d60158537bd0a84fb8,Front,31,0.99,142,143,Front
2c91809f584dd9d6015854d3b8836cbb,Left,258,0.48,35,73,Rear
2c91809f584dd9d6015854d3b8836cbc,Right,76,0.8,107,134,Front
2c918087584dd8470158533d2e8a49ca,Front,37,0.92,250,272,Front
2c91809f584dd9d6015853b0dbcd5510,Right,64,0.82,216,265,Front
2c91809f584dd9d6015853b0dbcd550b,Front,11,0.89,39,44,Front
2c918087584dd8470158533d2e8a49bd,Right,55,1.07,193,180,Front
2c918087584dd847015854664b36612a,Left,236,0.93,80,86,Rear
2c91809f584dd9d60158535950d64df5,Front,45,0.98,170,174,Front
2c91809f584dd9d60158535950d64df6,Left,253,0.51,47,93,Rear
2c91809f584dd9d60158537bd0a84fb0,Rear,199,1.05,45,43,Rear
2c918087584dd847015854664b366133,Front,28,0.84,100,119,Front
2c91809f584dd9d60158532e3ccc4c50,Left,254,0.61,39,64,Rear
2c91809f584dd9d60158532e3ccc4c4f,Right,75,0.57,61,107,Front
2c91809f584dd9d6015853949f995251,Front,21,0.99,72,73,Front
2c91809f584dd9d6015851583636355d,Right,74,0.63,64,101,Front
2c918087584dd847015854fbb2086b46,Rear,224,0.96,112,117,Rear
2c918087584dd847015854fbb2086b4a,Rear,165,1.11,40,36,Rear
2c91809f584dd9d60158515836363556,Right,78,0.5,67,133,Front
2c918087584dd847015854fbb2086b4e,Left,248,0.72,69,96,Rear
2c918087584dd847015854fbb2086b4d,Front,26,0.89,97,109,Front
2c91809f584dd9d6015854b61e8c6bcf,Right,79,0.44,44,101,Front
2c918087584dd8470158535c8a454b07,Rear,194,1.03,38,37,Rear
2c91809f584dd9d6015854b61e8c6bd1,Rear,195,0.94,32,34,Rear
2c91809f584dd9d6015854b61e8c6bd0,Front,20,1.03,67,65,Front
2c918087584dd8470158535c8a454b06,Left,235,0.97,97,100,Rear
2c9180ac593dcaee01594c6c9eba37aa,Front,24,0.91,107,117,Front
2c9180a758e911f1015930f8b1865ee8,Front,23,0.91,172,190,Front
2c9180a758e911f1015930f8b1865ee4,Left,228,1.15,140,122,Rear
2c91808d58e7b6800159310706166c56,Rear,208,0.98,121,124,Rear
2c9180a758e911f101593120f32b6042,Rear,205,0.96,104,108,Rear
2c91808b58e456050159320358bd454c,Front,20,0.99,84,85,Front
2c91808b58e4560501593215f00e45d8,Right,45,1.13,199,176,Front
2c91808b58e4560501593215f00e45d9,Left,249,0.58,41,71,Rear
2c9180a758e911f101593172d12861c1,Rear,212,1.15,92,80,Rear
2c9180a758e911f1015931402e036117,Front,24,1.14,174,152,Front
2c9180a758e911f10159315970a66175,Front,12,0.99,73,74,Front
2c9180a758e911f101593172d12861bb,Left,253,0.5,41,82,Rear
2c9180965918ec3e0159318b025538af,Left,265,0.52,48,93,Front
2c91808b58e456050159315ac21f411e,Left,252,0.62,64,104,Rear
2c9180a758e911f1015931402e036110,Front,22,1.07,110,103,Front
2c9180a758e911f1015931402e036111,Left,251,0.67,72,107,Rear
2c9180965918ec3e01593129cf8836c8,Front,30,0.97,237,245,Front
2c9180965918ec3e01593129cf8836c1,Left,248,0.71,77,109,Rear
2c9180965918ec3e0159317d42f33869,Left,250,0.71,35,49,Rear
2c91808d58e7b6800159317e29306f37,Front,25,0.89,130,146,Front
2c91808d58e7b6800159317e29306f3a,Front,17,0.95,87,92,Front
2c91808d58e7b680015931860d076f68,Left,229,1.26,68,54,Rear
2c91808d58e7b680015931d55f6670f5,Rear,198,1.09,60,55,Rear
2c91808d58e7b680015931d55f6670f6,Front,15,0.94,76,81,Front
2c91808d58e7b6800159318b3b3f6f90,Rear,210,0.89,83,93,Rear
2c9180965918ec3e0159317066383833,Rear,210,1.14,56,49,Rear
2c9180a758e911f1015931f822cb6514,Left,256,0.41,38,92,Rear
2c9180a758e911f1015931f822ca6513,Right,73,0.6,81,134,Front
2c91808d58e7b6800159318b3b3f6f92,Right,54,1,175,175,Front
2c9180a758e911f1015931f822cb651b,Front,25,1.05,135,128,Front
2c9180a758e911f1015931f822cb6517,Front,25,1.21,86,71,Front
2c9180a758e911f1015931e24a0b647f,Right,127,1.44,52,36,Right
2c9180a758e911f1015931e24a0b648a,Front,38,1.09,114,105,Front
2c9180a758e911f1015931e24a0b6484,Right,55,1.01,155,153,Front
2c9180a758e911f1015931e24a0b647d,Rear,211,0.89,57,64,Rear
2c9180965918ec3e0159317d42f33868,Right,59,1.03,155,150,Front
2c9180965918ec3e015931af315e3939,Front,44,0.94,163,173,Front
2c9180965918ec3e015931af315e393d,Front,22,1.08,135,125,Front
2c9180965918ec3e015931af315e393e,Left,252,0.64,76,118,Rear
2c9180935a71a2bb015a9f583b8267c3,Rear,220,1.11,82,74,Rear
2c9180885a812c3b015a9f3640985d83,Left,244,0.64,45,70,Rear
2c9180885a812c3b015a9f3640985d82,Front,26,0.9,72,80,Front
2c9180935a71a2bb015a9e8522736065,Right,80,0.5,73,145,Front
2c9180935a71a2bb015a9f9e7aa96bd4,Front,17,1,47,47,Front
2c9180935a71a2bb015a9e8522736067,Front,16,1.05,69,66,Front
2c9180935a71a2bb015a9e8522736068,Left,258,0.52,47,91,Rear
2c9180865a71a125015a9f07f96845ab,Rear,207,0.97,70,72,Rear
2c9180865a71a125015a9f07f96845a6,Front,13,1.06,57,54,Front
2c9180885a812c3b015a9ffe8b2d665c,Rear,204,0.95,58,61,Rear
2c9180885a812c3b015a9fef2be8657c,Rear,212,1.21,74,61,Rear
2c9180885a812c3b015a9fef2be8657b,Front,23,1.12,82,73,Front
2c9180935a71a2bb015a9f64b8c96897,Left,255,0.42,47,111,Front
2c91809a5a81296d015a9f934ba22a6d,Right,71,0.54,100,184,Front
2c91808c59a58a400159dfd45f850946,Rear,208,0.88,74,84,Rear
2c91808c59a58a400159dfe32cb90b76,Rear,217,0.87,82,94,Rear
2c91808c59a58a400159dfd45f850947,Right,75,0.39,70,178,Front
2c91808c59a58a400159dfe316a50b6f,Rear,223,0.98,91,93,Rear
2c91808c59a58a400159dfee2c4c0d38,Rear,200,0.92,49,53,Rear
2c91808c59a58a400159dfd00d9908af,Left,246,0.71,80,112,Rear
2c91808c59a58a400159dfee2c4c0d31,Left,255,0.43,45,105,Rear
2c91808c59a58a400159dfd00d9908ab,Left,245,0.68,69,102,Rear
2c91808c59a58a400159dfee2c4c0d30,Right,79,0.43,68,158,Front
2c91808c59a58a400159dfcf830e088f,Right,79,0.31,55,178,Front
2c91808c59a58a400159dfee40f80d42,Front,16,0.98,84,86,Front
2c91808c59a58a400159dfee40f80d40,Right,79,0.42,53,127,Front
2c91808c59a58a400159dfee40f80d3a,Right,76,0.41,63,154,Front
2c91808c59a58a400159dfdeaa5c0ab8,Front,335,0.94,68,72,Front
2c91808c59a58a400159dfdeaa5c0ab9,Right,75,0.42,71,169,Front
2c91808c59a58a400159dfdeaa5c0ab6,Front,36,0.95,38,40,Front
2c91808c59a58a400159dfcbc8360811,Rear,223,1.08,39,36,Rear
2c91808a59a58c550159e559d6890a48,Rear,219,1.22,45,37,Rear
2c91808a59a58c550159e559d6890a47,Left,245,0.64,48,75,Rear
2c91808c59a58a400159dfd020bc08b5,Right,56,0.99,113,114,Front
2c91808c59a58a400159dfd020bc08b6,Rear,207,1.08,39,36,Rear
2c91808c59a58a400159dfa0525c01dd,Right,69,0.54,144,267,Front
2c91808c59a58a400159dfd3a411090b,Front,22,0.96,96,100,Front
2c91808c59a58a400159dffe495a0fa1,Front,15,0.94,62,66,Front
2c91808c59a58a400159dfd45f850951,Right,75,0.6,80,134,Front
2c91808c59a58a400159dfcc83bc084e,Left,227,1.52,157,103,Rear
2c91808c59a58a400159dfcc83bc084d,Front,32,1.08,93,86,Front
2c91808c59a58a400159dffe03e70f8e,Left,245,0.79,34,43,Rear
2c91808c59a58a400159e012ce0e130d,Front,18,1.02,61,60,Front
2c91808a59a58c550159e43ba2eb6c74,Right,68,0.61,102,166,Front
2c91808c59a58a400159e00e5d511243,Right,126,1,34,34,Rear
2c91808c59a58a400159dfe63bc70bf3,Right,127,0.95,40,42,Rear
2c91808c59a58a400159dff269900dc4,Left,237,1.06,35,33,Rear
2c91808a59a58c550159edffc42a1899,Right,64,0.66,141,213,Front
2c91808a59a58c550159edffc42a189c,Rear,216,0.89,42,47,Rear
2c91808c59a58a400159e00e135c1205,Rear,208,0.9,36,40,Rear
2c91808c59a58a400159e00a72e71190,Left,227,1.39,39,28,Rear
2c91808c59a58a400159dfa7798702e6,Left,243,0.56,62,111,Rear
2c91808c59a58a400159dfa7798702e9,Front,45,1.17,111,95,Front
2c91808c59a58a400159dfdf82290afd,Front,34,0.79,134,170,Front
2c91808c59a58a400159dfe412bb0bd5,Right,118,0.91,75,82,Rear
2c91808c59a58a400159dfa7f9610306,Right,48,1.14,106,93,Front
2c91808c59a58a400159dfe412bb0bdd,Right,121,0.99,83,84,Rear
2c91808c59a58a400159dfa7f961030e,Right,115,0.94,45,48,Rear
2c91808c59a58a400159e00e5d51124c,Right,70,0.65,93,143,Front
2c91808c59a58a400159dfb38bf704f1,Left,229,1.44,49,34,Rear
2c91808c59a58a400159dfe63bc70bf8,Left,279,0.38,62,165,Front
2c91808c59a58a400159dfd7259f0989,Right,112,0.58,34,59,Rear
2c91808c59a58a400159dfd7259f0987,Right,51,1.1,106,96,Front
2c91808a59a58c550159e43c78f96cd5,Left,247,0.59,43,73,Rear
2c91808a59a58c550159e43c78f96cd3,Right,71,0.54,86,158,Front
2c91808c59a58a400159e00de25811f8,Rear,203,1.05,42,40,Rear
2c91808c59a58a400159dff1f4b40db5,Left,261,0.37,28,76,Front
2c91808c59a58a400159dfb8739305d0,Left,245,0.72,76,105,Rear
2c91808c59a58a400159dfea3cb80ca3,Right,87,0.43,37,87,Front
2c91808c59a58a400159dfc851f207b9,Left,248,0.82,37,45,Rear
2c91808a59a58c550159e428dd846941,Rear,209,0.89,51,57,Rear
2c91808a59a58c550159edffd92818a0,Right,73,0.5,67,134,Front
2c91808a59a58c550159ee02e55a18f4,Front,18,1.01,95,94,Front
2c91808c59a58a400159dfeac7fc0ccd,Front,21,1.1,96,87,Front
2c91808c59a58a400159dfeac7fc0ccf,Rear,212,0.94,49,52,Rear
2c91808c59a58a400159e002403b1048,Front,17,1.09,75,69,Front
2c91808c59a58a400159dff3bce70e4b,Rear,219,1.21,41,34,Rear
2c91808c59a58a400159dff3bce70e3f,Front,7,0.87,33,38,Front
2c91808c59a58a400159dff3bce70e41,Rear,220,1.11,52,47,Rear
2c91808c59a58a400159e001ca18102f,Rear,225,0.98,122,124,Rear
2c91808c59a58a400159e001ca18102d,Front,16,0.89,51,57,Front
2c91808c59a58a400159dff3bce60e3c,Front,17,0.97,34,35,Front
2c91808c59a58a400159e00f0767128b,Right,55,1.13,138,122,Front
2c91808c59a58a400159e00f07671288,Rear,217,1.31,46,35,Rear
2c91808c59a58a400159dff1f4b40db0,Right,43,1.07,180,168,Front
2c91808c59a58a400159dff1f4b40db1,Left,233,1.01,95,94,Rear
2c91808c59a58a400159dfde96830aad,Rear,228,0.95,97,102,Rear
2c91808c59a58a400159dfde96830aa6,Left,251,0.64,27,42,Rear
2c91808c59a58a400159dfde96830aa4,Right,53,0.91,42,46,Front
2c91808a59a58c550159e428304368ed,Left,243,0.95,94,99,Rear
2c91808a59a58c550159e428304368fd,Right,76,0.47,73,155,Front
2c91808a59a58c550159e428304368fb,Left,236,0.85,84,99,Rear
2c91808c59a58a400159dff6fa150eb9,Rear,207,0.91,43,47,Rear
2c91808c59a58a400159dff6fa150ebe,Front,40,1.14,226,199,Front
2c91808c59a58a400159dff6fa150ec4,Right,59,0.81,144,178,Front
2c91808c59a58a400159dff6fa150ec1,Left,256,0.64,64,100,Rear
2c91808c59a58a400159dfe6cdf60c16,Front,18,1.03,117,114,Front
2c91808c59a58a400159dff3bce70e4d,Rear,225,0.75,58,77,Rear
2c91808c59a58a400159dff3bce70e4c,Front,24,0.99,71,72,Front
2c91808c59a58a400159dfe6cdf60c1b,Rear,215,0.91,77,85,Rear
2c91808c59a58a400159dfe6cdf60c18,Front,32,0.91,146,160,Front
2c91808a59a58c550159e430a2636a6c,Right,60,0.88,150,171,Front
2c91808c59a58a400159dff3aa090e36,Left,244,0.96,100,104,Rear
2c91808c59a58a400159dff3aa090e31,Right,58,0.97,123,127,Front
2c91808c59a58a400159dff3aa090e34,Right,67,0.62,79,128,Front
2c91808a59a58c550159e43102a46a92,Left,243,0.76,64,84,Rear
2c91808a59a58c550159e430a2636a6e,Left,233,1.06,85,80,Rear
2c91808a59a58c550159e424168f6853,Left,295,0.74,64,87,Front
2c91808c59a58a400159e0128fe712f8,Front,15,0.95,57,60,Front
2c91809f584dd9d601585308b7fd4a59,Right,63,1.04,120,115,Front
2c91809f584dd9d601585453b99e625b,Front,19,0.97,62,64,Front
2c91809f584dd9d601585453b99e625c,Left,252,0.68,50,73,Rear
2c91809f584dd9d601585453b99e6257,Right,56,1.28,128,100,Front
2c91809f584dd9d6015852a1fe0d4522,Front,36,0.94,164,175,Front
2c91809f584dd9d601585278b98d43b6,Front,16,1.14,41,36,Front
2c91809f584dd9d6015852f15db8491e,Front,41,1.05,145,138,Front
2c918087584dd847015853037d1e470c,Front,18,1,54,54,Front
2c91809f584dd9d601585564020f7374,Right,60,0.99,138,140,Front
2c918087584dd8470158517e5b073700,Left,242,0.83,34,41,Rear
2c918087584dd8470158517e5b0736fe,Right,74,0.58,111,192,Front
2c91809f584dd9d60158535950d64deb,Front,27,0.88,104,118,Front
2c91809f584dd9d60158535950d64de4,Front,27,0.92,92,100,Front
2c918087584dd8470158551405936d02,Left,244,0.73,71,97,Rear
2c91809f584dd9d60158546b44116467,Left,249,0.61,54,89,Rear
2c918087584dd847015854c75efd689f,Rear,217,1.05,96,91,Rear
2c91809f584dd9d6015853d4ed3b58e7,Rear,203,0.81,35,43,Rear
2c91809f584dd9d6015851ea89a63b01,Left,245,1.01,68,67,Rear
2c91809f584dd9d6015851ea89a63b03,Front,27,0.9,73,81,Front
2c91809f584dd9d6015852885b744438,Left,244,0.71,62,87,Rear
2c91809f584dd9d6015852885b744437,Front,47,0.93,203,219,Front
2c91809f584dd9d6015852939bb044bb,Front,25,0.93,76,82,Front
2c918087584dd84701585481fe72642e,Left,227,1.28,122,95,Rear
2c918087584dd847015851c9342839a6,Right,62,0.86,109,127,Front
2c918087584dd847015851c9342839a8,Front,16,0.98,43,44,Front
2c918087584dd84701585282c8f341b5,Rear,205,0.89,58,65,Rear
2c918087584dd84701584fc4f3ba1f67,Rear,201,1.05,46,44,Rear
2c91809f584dd9d6015852939bb044bc,Left,243,0.77,62,81,Rear
2c918087584dd8470158519a9adb385e,Right,66,0.96,92,96,Front
2c918087584dd84701585231ce523e13,Left,250,0.64,56,88,Rear
2c918087584dd84701585231ce523e16,Front,43,1.08,126,117,Front
2c918087584dd84701585231ce523e18,Right,50,1.28,205,160,Front
2c918087584dd847015852ae71b942ec,Left,246,0.82,81,99,Rear
2c918087584dd847015852ae71b942ef,Left,286,1,44,44,Left
2c91809f584dd9d6015853e275795a59,Left,260,0.41,34,83,Rear
2c91809f584dd9d6015853e275795a57,Rear,214,0.99,87,88,Rear
2c91809f584dd9d6015853e275795a53,Front,23,0.95,79,83,Front
2c91809f584dd9d6015850f48e1d2e99,Right,69,0.72,91,127,Front
2c91809f584dd9d6015850f48e1d2e9a,Left,253,0.53,37,70,Rear
2c91809f584dd9d6015850f48e1d2e94,Front,22,0.94,77,82,Front
2c918087584dd8470158538dc58d4eac,Left,240,0.98,79,81,Rear
2c91809f584dd9d60158548980df6822,Right,70,0.93,142,152,Front
2c91809f584dd9d601585386188750cf,Rear,190,1.12,37,33,Rear
2c918087584dd8470158542bf8975cc7,Front,22,0.95,98,103,Front
2c918087584dd8470158538788c44dd4,Front,26,1.02,106,104,Front
2c918087584dd8470158538788c44dd5,Rear,205,0.96,54,56,Rear
2c918087584dd8470158538788c44dd9,Left,234,1.06,75,71,Rear
2c91809f584dd9d601585368563f4ea1,Front,23,1.03,81,79,Front
2c918087584dd8470158542bf8975cc2,Front,22,0.89,79,89,Front
2c918087584dd8470158542bf8975cc0,Right,56,0.97,145,149,Front
2c918087584dd8470158542bf8975cc1,Rear,223,1.16,110,95,Rear
2c91809f584dd9d6015852fa980f4976,Left,241,0.66,63,96,Rear
2c91809f584dd9d6015852fa980f4975,Front,36,0.98,134,137,Front
2c918087584dd8470158537e48d44d1a,Right,49,1.31,151,115,Front
2c918087584dd84701585326a4e748cd,Front,29,0.97,84,87,Front
2c918087584dd8470158537e48d44d12,Front,27,0.85,73,86,Front
2c918087584dd847015852e0d5cc455d,Right,59,0.91,193,213,Front
2c9180965918ec3e01592f50f2ce2383,Rear,205,1.06,57,54,Rear
2c9180ac593dcaee01594bd9e25b2f8f,Rear,147,0.95,39,41,Rear
2c91808b58e4560501592fa7bffa2cf8,Front,20,0.82,49,60,Front
2c91808b58e4560501592f9cd7d82cbb,Left,233,1.34,103,77,Rear
2c91808b58e4560501592f9cd7d82cbe,Right,43,1.4,160,114,Front
2c9180a758e911f101592fa13fcc505c,Left,225,1.23,98,80,Rear
2c9180965918ec3e01592fba278926d7,Rear,204,1.05,61,58,Rear
2c9180965918ec3e01592fc62cf9274e,Right,52,1.03,221,214,Front
2c91808d58e7b68001592f9c1c625c22,Left,261,0.44,36,81,Front
2c91808d58e7b68001592fab4bc25c88,Left,248,0.82,72,88,Rear
2c91808d58e7b68001592f9c1c625c24,Rear,197,1,33,33,Rear
2c91808b58e4560501592fbb9d642d92,Front,29,1.01,120,119,Front
2c91808d58e7b68001592f9c1c625c21,Front,26,1.05,130,124,Front
2c91808d58e7b68001592fab4bc25c85,Left,256,0.47,42,89,Rear
2c91808d58e7b68001592f9c1c625c20,Right,56,0.91,186,205,Front
2c91808d58e7b68001592fab4bc25c81,Left,243,0.76,66,87,Rear
2c91808d58e7b68001592fab4bc25c7c,Right,70,0.62,95,153,Front
2c91808b58e4560501592f6e7ca32ae8,Front,20,0.89,56,63,Front
2c91808b58e4560501592fbb9d642d94,Left,248,0.7,87,125,Rear
2c91808b58e4560501592fbb9d642d95,Right,62,0.59,166,279,Front
2c9180a758e911f101592fae979b508e,Rear,197,0.88,36,41,Rear
2c91808b58e4560501592f9bd5042cb3,Left,256,0.52,28,54,Rear
2c91808b58e4560501592f9922d12ca2,Left,247,0.67,44,66,Rear
2c91808d58e7b6800159316115cb6ea1,Right,63,1.16,191,164,Front
2c91808d58e7b6800159316115cb6ea4,Rear,220,0.98,113,115,Rear
2c9180a758e911f101593156d75f616b,Left,244,0.77,67,87,Rear
2c91808d58e7b68001593173ff336f04,Rear,204,0.87,69,79,Rear
2c9180965918ec3e0159322b652e3b72,Right,65,0.86,50,58,Front
2c9180965918ec3e0159310cdbdd35fa,Front,13,0.98,118,120,Front
2c91808b58e456050159310b9a6a3ed9,Rear,204,1.09,110,101,Rear
2c9180965918ec3e015931628b003808,Rear,159,0.83,132,160,Rear
2c91808d58e7b680015931767a5e6f0b,Front,33,1.16,252,218,Front
2c91808d58e7b680015930653fb2668e,Left,253,0.76,98,129,Rear
2c9180965918ec3e0159301c64e52bfc,Front,15,0.96,80,83,Front
2c9180a758e911f10159304e5a3f5812,Right,78,0.57,101,177,Front
2c91808b58e456050159306e267c37a8,Rear,205,1.25,106,85,Rear
2c91808b58e456050159318d49ba428e,Rear,210,1.12,112,100,Rear
2c9180a758e911f10159304c12dd57ff,Left,246,0.86,73,85,Rear
2c9180a758e911f1015930beaa075d6f,Left,222,1.81,56,31,Rear
2c91808d58e7b6800159305608ed6548,Left,251,0.62,75,121,Rear
2c91808d58e7b6800159305608ed6547,Front,16,1,91,91,Front
2c9180965918ec3e015931a1566538fc,Rear,221,0.97,102,105,Rear
2c9180965918ec3e015931a1566538f9,Right,72,0.45,96,214,Front
2c9180965918ec3e015931628b003802,Right,74,0.47,122,257,Front
2c91808d58e7b680015931a07b4a6fd9,Right,70,0.82,267,326,Front
2c91808d58e7b680015931a07b4b6fdc,Front,37,0.93,196,211,Front
2c91808d58e7b680015931a07b4b6fde,Front,47,0.99,201,204,Front
2c9180885a812c3b015a9eb3ca1e5a28,Front,23,1.05,90,86,Front
2c9180a758e911f10159318570c2622a,Front,37,0.97,159,164,Front
2c9180965918ec3e01593130f9cc3708,Rear,220,0.89,75,84,Rear
2c9180965918ec3e01593149f8d0379a,Right,52,1.37,251,183,Front
2c91808b58e456050159313b99274049,Left,251,0.63,46,73,Rear
2c91808b58e45605015931363b7d4020,Rear,207,1.08,52,48,Rear
2c91808b58e45605015931363b7d401f,Right,60,1.01,197,195,Front
2c91808b58e45605015931412ed44089,Rear,223,1.06,102,96,Rear
2c91808b58e45605015931412ed44087,Right,69,0.71,127,178,Front
2c91808b58e45605015931363b7d4018,Left,223,1.33,129,97,Rear
2c91808d58e7b68001593173ff336eff,Rear,205,0.89,41,46,Rear
2c91808d58e7b68001593173ff336f01,Left,306,1.23,37,30,Left
2c9180965918ec3e015931289a6d369e,Right,69,0.64,110,171,Front
2c9180965918ec3e015931289a6d36a8,Front,17,0.93,105,113,Front
2c91808b58e4560501593185d72a4247,Front,25,0.89,115,129,Front
2c91808b58e4560501593185d72a4243,Left,264,0.43,34,80,Front
2c9180a758e911f10159318570c26230,Right,54,1.13,194,172,Front
2c91808b58e4560501593173daf241d0,Left,258,0.49,38,77,Rear
2c91808d58e7b680015931346c5a6d6e,Left,244,0.84,54,64,Rear
2c91808d58e7b680015931346c5a6d71,Left,255,0.58,38,66,Rear
2c91808d58e7b680015931346c5a6d6f,Front,22,0.71,52,73,Front
2c9180965918ec3e01593171fba83838,Rear,204,0.96,49,51,Rear
2c91808d58e7b6800159314485ee6dfd,Right,45,1.45,237,164,Front
2c91808b58e456050159319c84f942ec,Left,257,0.36,28,78,Rear
2c91808d58e7b6800159314485ee6dea,Left,257,0.53,37,70,Rear
2c91808d58e7b68001593159b0596e5c,Right,65,0.88,123,139,Front
2c91808d58e7b68001593159b0596e65,Left,252,0.6,47,78,Rear
2c9180a758e911f101593267b1a267f6,Left,254,0.67,39,58,Rear
2c91808b58e4560501592fbc49db2da9,Rear,222,1.16,89,77,Rear
2c9180a758e911f101592ff3f6525445,Left,242,1,55,55,Rear
2c91808b58e4560501592fbc49db2dcd,Right,71,0.52,84,162,Front
2c91808b58e4560501592fbc49db2dca,Left,228,1.43,43,30,Rear
2c91808b58e456050159300fc83032cf,Left,237,0.86,70,81,Rear
2c91808b58e456050159300fc83032d1,Front,27,1.03,95,92,Front
2c9180ac593dcaee01594c20d07532b5,Right,68,0.79,196,247,Front
2c9180a758e911f1015932f6b5806d30,Front,22,0.86,94,109,Front
2c9180a758e911f1015930580725586b,Left,239,1.19,43,36,Rear
2c9180a758e911f101592fdc4fbf5292,Rear,216,1.08,54,50,Rear
2c9180965918ec3e01592fefc3ca29d1,Right,80,0.38,66,174,Front
2c9180a758e911f101592fdc4fc052a4,Right,78,0.51,47,92,Front
2c91808d58e7b6800159303141f462d3,Right,70,0.63,108,172,Front
2c9180a758e911f10159305807255869,Right,44,1.08,275,254,Front
2c9180a758e911f10159305807255867,Right,56,0.9,175,194,Front
2c91808d58e7b68001592fc6e29e5d86,Right,69,0.77,241,311,Front
2c91808d58e7b68001592fd1d4c35e23,Right,65,0.81,122,151,Front
2c918095593dd23601594bcf9ba1345f,Front,16,0.99,115,116,Front
2c918086593dca3101594c618e79381c,Right,78,0.44,83,190,Front
2c918095593dd23601594c4c94773a13,Front,12,1.08,77,71,Front
2c918095593dd23601594bcf9ba13456,Front,25,1.01,248,245,Front
2c918095593dd23601594bcf9ba13457,Left,247,0.61,31,51,Rear
2c9180a758e911f101593004339e54d3,Right,69,1.21,181,149,Front
2c9180a758e911f101593033a90a56cb,Left,236,0.94,68,72,Rear
2c9180965918ec3e0159304881b02e76,Rear,221,1.12,82,73,Rear
2c9180965918ec3e0159304881b02e6f,Left,242,0.86,56,65,Rear
2c91808d58e7b68001592fd31ee15e36,Right,67,0.81,274,337,Front
2c91808d58e7b68001592ff671506041,Left,251,0.76,37,49,Rear
2c91808d58e7b68001592fd31ee15e34,Rear,204,0.97,33,34,Rear
2c9180a758e911f101592fcf24e551e7,Front,318,0.86,114,132,Front
2c9180a758e911f101592fed137e5396,Front,34,1.19,68,57,Front
2c9180a758e911f101592fed137e53a0,Left,258,0.64,27,42,Rear
2c91808b58e45605015930484cd835bb,Left,241,0.81,35,43,Rear
2c91808b58e45605015930484cd835c6,Front,42,1.23,352,286,Front
2c9180a758e911f101593005bf2654e7,Front,347,0.6,49,81,Front
2c9180a758e911f101593005bf2654df,Front,321,0.71,85,120,Front
2c9180a758e911f101593005bf2654e0,Rear,221,1.16,51,44,Rear
2c91808d58e7b6800159300213af6106,Right,52,0.91,138,151,Front
2c91808d58e7b6800159300213af60ff,Front,34,1.03,125,121,Front
2c91808d58e7b68001592fd31ee15e3f,Front,13,0.97,116,120,Front
2c9180965918ec3e01592fb18035268d,Front,24,1,127,127,Front
2c91808b58e4560501592ff9149331dc,Right,74,0.69,44,64,Front
2c9180995ab4a2c0015ab65612a91528,Rear,208,1.07,73,68,Rear
2c9180995ab4a2c0015ab65612a91521,Front,11,0.95,37,39,Front
2c9180965918ec3e01593046cba32e61,Right,50,1.09,370,340,Front
2c9180965918ec3e0159301e16e92c4d,Left,251,0.73,41,56,Rear
2c9180a758e911f101592fedb78a53b5,Front,45,1.22,66,54,Front
2c91808d58e7b68001592fde389e5ed2,Left,237,1.1,46,42,Rear
2c91808d58e7b68001592fde389f5ed7,Front,26,1.02,109,107,Front
2c91808d58e7b6800159301d10fd6207,Right,80,0.91,184,202,Front
2c91808d58e7b68001592fde389f5ee5,Right,82,0.59,93,158,Front
2c9180a758e911f1015930354d4d56df,Right,65,0.76,146,193,Front
2c91808d58e7b6800159303207a962ec,Left,253,0.54,34,63,Rear
2c91808d58e7b6800159303207a962f3,Rear,229,1.06,72,68,Rear
2c9180a758e911f101592feb8d92537c,Left,239,0.62,48,78,Rear
2c9180a758e911f101593044e88c579f,Right,43,1.08,172,159,Front
2c9180a758e911f101593044e88d57a8,Left,252,0.73,40,55,Rear
2c9180a758e911f101593033776a56a2,Front,35,0.79,108,137,Front
